word,percentage
aahed,2.177155035068837
aalii,1.254889583278138
aargh,11.100785641918517
aarti,1.6066926586987327
abaca,1.0133186968703292
abaci,0.17416415102458785
abacs,0.5699917669895602
abaft,0.9223825103604818
abaka,0.36666137057807974
abamp,0.3966609372617408
aband,2.2370510211746706
abash,2.4759017378609025
abask,2.0127834271818847
abaya,0.01999971112244071
abbas,0.11348777445354029
abbed,0.7257183450229457
abbes,0.2214055967866614
abcee,2.5619173928374703
abeam,0.4111443056957206
abear,2.0752998287498277
abele,4.125135855919902
abers,0.3286271751047302
abets,0.3005209035497204
abies,1.0332261183377534
abler,2.5619173928374703
ables,0.4350425761422119
ablet,3.057382548999434
ablow,0.0852756412354231
abmho,0.03361243523740273
abohm,0.09736015723937341
aboil,2.0405894180578876
aboma,0.3602988131851642
aboon,1.420663518901061
abord,1.484907976399151
abore,5.335601542315594
abram,0.3786244171096183
abray,3.2814116149500254
abrim,0.3670101711860104
abrin,1.1359838631947943
abris,0.31458014673086604
absey,3.1419741610270866
absit,1.0850549028344803
abuna,0.6521078447414709
abune,4.320214471412244
abuts,0.2801466050039766
abuzz,0.0044787626699276835
abyes,0.11264495275110845
abysm,0.07066876752781803
acais,1.4812286050057655
acari,0.43541037756146966
accas,0.2787419021665902
accoy,2.282377456595148
acerb,0.2510346476494467
acers,0.8215679377618255
aceta,1.3356484602209797
achar,0.2638093002648086
ached,0.28646776777221544
aches,0.08739694609999794
achoo,0.05844785284255628
acids,0.5604764321171775
acidy,5.667039480295906
acing,1.6836856426966098
acini,0.45172053828445635
ackee,1.3724557461629308
acker,0.6862278730814654
acmes,0.5923570791222081
acmic,0.25343858958251014
acned,4.424335524481994
acnes,1.3497972786555237
acock,3.5549703672267814
acold,3.9564982265898436
acred,5.188249571874569
acres,1.5828558015888514
acros,0.6570344836783912
acted,3.533102469190658
actin,1.9339602578929778
acton,1.6157136331764117
acyls,0.14346291152263813
adaws,0.11718580735805105
adays,0.014062296882966127
adbot,0.8073529557878392
addax,0.04147944972717116
added,1.193615699050898
adder,2.1444621033795794
addio,0.29150128627285016
addle,2.1849236524999482
adeem,1.0026371872027544
adhan,0.08088492696798377
adieu,0.035875906886727545
adios,0.5361078915903437
adits,0.5645378555383165
adman,0.5482200605607788
admen,1.069533615081765
admix,0.032701753494517434
adobo,0.14405329387458315
adown,0.3363313254974103
adoze,0.8775660431440121
adrad,1.3296928934206838
adred,2.5941247859372845
adsum,0.11685498966084049
aduki,0.04233830336416014
adunc,0.39483092162081246
adust,3.027573584204397
advew,0.11234823472422575
adyta,0.10941752922714239
adzed,0.17506363586079834
adzes,0.05340924483888763
aecia,2.9060600875914777
aedes,4.40626269920823
aegis,1.9557524919839968
aeons,8.20433182165363
aerie,56.03895780514012
aeros,3.9750586262542673
aesir,13.751891485923958
afald,0.9956106193140016
afara,0.5066593484351646
afars,0.2849958834947801
afear,1.0376499143749138
aflaj,NaN
afore,2.667800771157797
afrit,1.1053996822626266
afros,0.13140689673567824
agama,0.3399950890814922
agami,0.05843665593588146
agars,0.4274938252421702
agast,3.379873055820909
agave,1.5237279911409518
agaze,0.6624904309308487
agene,3.475808915636215
agers,0.24647038132854768
agger,1.1494316874114543
aggie,1.1422025573019483
aggri,0.02850732439408971
aggro,0.15031134680520028
aggry,0.9433332799498776
aghas,0.013439341711603455
agila,0.7018139671728136
agios,0.32166473495420617
agism,0.48615238351033446
agist,2.928489357812253
agita,0.6021737125742042
aglee,3.842876089256206
aglet,2.2930369117495757
agley,3.299072869078441
agloo,0.21820531727887682
aglus,0.08413559255580516
agmas,0.09108887160086786
agoge,2.0008505783683477
agone,4.791510595566306
agons,0.4068263713216675
agood,0.967144010944184
agria,0.4194401956411548
agrin,0.8519878973960957
agros,0.19711034510351738
agued,1.5755727227471854
agues,0.48068320354998867
aguna,0.4890808835561032
aguti,0.06420026364674465
aheap,4.933731668348647
ahent,24.8881034619612
ahigh,8.58097540418241
ahind,17.444625878476096
ahing,6.061268313707795
ahint,37.402460569952986
ahold,14.243393615723436
ahull,12.733570146871395
ahuru,0.07658684165576339
aidas,1.8852409900999294
aided,12.055518560414072
aides,3.677954815041581
aidoi,0.4664911243396555
aidos,1.5266982251115997
aiery,41.950171755382996
aigas,1.6841486178226037
aight,2.03314737707146
ailed,18.002907716885012
aimed,9.805155095803443
aimer,17.616041358562114
ainee,80.28294258492242
ainga,2.8961688080949823
aioli,1.8625718346361513
aired,26.20066033796658
airer,47.072372810584014
airns,4.574851469309162
airth,13.490644877674349
airts,3.493979968318536
aitch,10.04608555307947
aitus,1.4036370954510884
aiver,14.150590599500715
aiyee,16.74967866879677
aizle,3.2366002372365905
ajies,0.12915326479221917
ajiva,0.033213418199536444
ajuga,0.034038596291450396
ajwan,0.02336675667963975
akees,0.42970165165832325
akela,0.3891637599924437
akene,2.896507429696846
aking,0.42092141067415245
akita,0.5018114271451702
akkas,0.01493260190178162
alaap,11.94467122013457
alack,22.476081603531046
alamo,5.161019203791712
aland,28.102953453506796
alane,100.9801039346346
alang,9.764585521981175
alans,8.573782409544446
alant,60.254637489298474
alapa,4.187439516261024
alaps,2.3554347278968257
alary,72.4008292361531
alate,77.12216729073741
alays,0.14132608367380955
albas,1.4256901665725996
albee,32.75880309122645
alcid,4.450279775148157
alcos,1.1342914337858852
aldea,6.5062170985554015
alder,21.551844138964768
aldol,6.582941356793084
aleck,12.95852261832246
alecs,4.128378887253173
alefs,0.9506135595648754
aleft,6.680700849164263
aleph,5.243463681726892
alews,0.6790096854034824
aleye,0.9596670220369219
alfas,0.6253027046371051
algal,7.261848743185581
algas,1.6758112484274417
algid,5.324441873837974
algin,5.865910538974038
algor,7.9918033360588865
algum,0.9835538411015866
alias,6.653220777338799
alifs,1.4286056883856317
aline,87.49416171535114
alist,49.05219674335523
aliya,0.21769229537304866
alkie,3.4266076719058445
alkos,0.24306245009697536
alkyd,0.018106924944092866
alkyl,0.023937968570156665
allee,64.36817449504143
allel,23.68263023874166
allis,2.7154249475480277
allod,7.4359105103741365
allyl,0.22342103998812887
almah,5.891046258464461
almas,1.5257385993145367
almeh,11.49296141221901
almes,2.9765943225890963
almud,2.515856626954236
almug,0.8741535737722346
alods,2.5834592233792146
aloed,39.02645889616815
aloes,11.906377290356385
aloha,1.8637515814394339
aloin,21.36242047029351
aloos,4.9422698186385
alowe,11.02442341699665
altho,0.7683678714976356
altos,2.2483276633970224
alula,7.291873502909262
alums,1.7216923548535756
alure,45.326645786602626
alvar,7.217382773078055
alway,6.575405329650626
amahs,0.2493713980579326
amain,5.081437019950332
amate,14.580310234069756
amaut,5.132399825505823
amban,0.9733152878480711
ambit,1.8361163433902217
ambos,0.21827249871892565
ambry,2.541368015387356
ameba,0.21908478340315346
ameer,9.615768071554033
amene,11.006728232848014
amens,0.9345335292040765
ament,6.56769396912865
amias,1.257822833526738
amice,13.814615878515886
amici,0.3583980534520631
amide,6.271108523799975
amido,0.8578403169349023
amids,0.5324526105113186
amies,2.453912031052164
amiga,1.0426125191332745
amigo,0.94486759546453
amine,16.541184801907182
amino,2.2627092417703225
amins,1.404440219029855
amirs,1.1729390840249336
amlas,0.5296096141165213
amman,1.0416181150654797
ammon,0.8435189643475051
ammos,0.23358986705007834
amnia,1.1326600784133842
amnic,0.5486322254814829
amnio,1.0264731960621294
amoks,0.3893164450834639
amole,13.505741403986345
amort,7.56139051117661
amour,3.4181197380459274
amove,3.834963608539333
amowt,1.243649755127732
amped,1.7538193338054524
ampul,0.5978802078147144
amrit,5.250648490747477
amuck,2.2837770699294997
amyls,0.13628976594650621
anana,6.597404706515129
anata,5.038677220909905
ancho,0.16778666442277265
ancle,7.096632023319831
ancon,1.7729182028908737
andro,1.2198775347063833
anear,11.284442818827188
anele,22.43042621656447
anent,15.036562508268224
angas,0.7253511373790419
anglo,1.1614518212020244
anigh,5.1843393066935395
anile,33.7090021107692
anils,2.8620850848766297
anima,2.135767196396278
animi,0.3670849868806103
anion,8.42136146373165
anise,35.58172445025638
anker,1.492545623952187
ankhs,0.022316452903521484
ankus,0.06535532636031292
anlas,1.2125272744246673
annal,6.520942812158849
annas,1.5048329566520424
annat,10.575631612026854
anoas,2.641577276425168
anole,30.921039530179268
anomy,11.142522281199005
ansae,10.200626276905933
antae,14.15336895920698
antar,7.07668447960349
antas,1.2017011380458755
anted,7.684497870489679
antes,2.3444230791324445
antis,1.164839139946309
antra,1.9921862084032511
antre,13.198233630671538
antsy,12.746878942830179
anura,2.961357877356184
anyon,0.9181183550684882
apace,25.594213648295113
apage,12.797106824147557
apaid,7.404085763077429
apayd,0.14058390689387523
apays,0.04289000549304668
apeak,4.2172882427985146
apeek,8.22759301355784
apers,1.252891105086784
apert,8.805040266304342
apery,12.66812117365526
apgar,2.9949683616174236
aphis,0.0662210508263978
apian,7.2913268054583575
apiol,7.0855593005190425
apish,8.17874218211136
apism,2.471274616177533
apode,9.234188688982867
apods,0.7840348886872246
apoop,2.3331666252721277
aport,12.13802161004666
appal,1.9078058107515101
appay,4.451546891753525
appel,3.7219769804845413
appro,0.6614447077074609
appui,0.06767503701816353
appuy,2.239428497691957
apres,2.4138550974229984
apses,1.1847141582444163
apsis,0.5886315629013138
apsos,0.49176814115805967
apted,5.3879812655157515
apter,9.680101934655418
aquae,1.2091259595470394
aquas,0.10266163807474862
araba,2.669961434845835
araks,3.4417471621059588
arame,50.117401099918695
arars,9.511737611638287
arbas,1.8938272361934536
arced,11.89796128813935
archi,0.09765942001777314
arcos,1.5067453374170712
arcus,0.9360084671833322
ardeb,1.4854446220815625
ardri,0.7100238445169732
aread,19.27606026078776
areae,69.2631317845255
areal,25.483605090532965
arear,34.63156589226275
areas,5.880831943969146
areca,9.74927286144033
aredd,8.159804650272118
arede,29.31997603148625
arefy,12.767859401187275
areic,4.90871078077043
arene,77.33674837290579
arepa,3.206997651789582
